sample	gene	n.umis	n.tot	efficiency	depth	loss	n.obs
	AAC73112	10	10.2683083668019	0.82153506853661	71.8372823530329	0.026129753530715	10
	AAC73113	34	34.9122484471265	0.82153506853661	71.47396958155	0.026129753530715	34
	AAC73114	14	14.3756317135227	0.82153506853661	71.2169484987409	0.026129753530715	14
	AAC73115	18	18.4829550602434	0.82153506853661	70.7555553568671	0.026129753530715	18
	AAC73117	2	2.05366167336038	0.82153506853661	72.05785089596	0.026129753530715	2
	AAC73119	154	158.131948848749	0.82153506853661	73.9066688900638	0.026129753530715	154
	AAC73120	11	11.2951392034821	0.82153506853661	71.9006058007412	0.026129753530715	11
	AAC73121	2	2.05366167336038	0.82153506853661	72.05785089596	0.026129753530715	2
	AAC73125	907	931.335568868933	0.82153506853661	74.3853440179971	0.026129753530715	907
	AAC73126	123	126.300192911664	0.82153506853661	69.5725549297621	0.026129753530715	123
	AAC73130	7	7.18781585676134	0.82153506853661	72.1921022214363	0.026129753530715	7
	AAC73134	61	62.6366810374917	0.82153506853661	76.6369225849931	0.026129753530715	61
	AAC73136	33	33.8854176104463	0.82153506853661	70.3074733161305	0.026129753530715	33
	AAC73137	185	189.963704785835	0.82153506853661	69.3030375054216	0.026129753530715	185
	AAC73138	12	12.3219700401623	0.82153506853661	71.5324131639343	0.026129753530715	12
	AAC73139	32	32.8585867737661	0.82153506853661	67.7301910428691	0.026129753530715	32
	AAC73140	17	17.4561242235633	0.82153506853661	71.1492097037689	0.026129753530715	17
	AAC73141	10	10.2683083668019	0.82153506853661	72.144481858615	0.026129753530715	10
	AAC73142	4	4.10732334672077	0.82153506853661	72.05785089596	0.026129753530715	4
	AAC73143	59	60.5830193641313	0.82153506853661	70.5689532465411	0.026129753530715	59
	AAC73144	115	118.085546218222	0.82153506853661	70.2071191018108	0.026129753530715	115
	AAC73150	2	2.05366167336038	0.82153506853661	72.05785089596	0.026129753530715	2
	AAC73151	2	2.05366167336038	0.82153506853661	72.05785089596	0.026129753530715	2
	AAC73157	2	2.05366167336038	0.82153506853661	72.05785089596	0.026129753530715	2
	AAC73158	7	7.18781585676134	0.82153506853661	70.4024708913766	0.026129753530715	7
	AAC73159	4	4.10732334672077	0.82153506853661	72.05785089596	0.026129753530715	4
	AAC73160	6	6.16098502008115	0.82153506853661	72.7270285050726	0.026129753530715	6
	AAC73161	4	4.10732334672077	0.82153506853661	72.05785089596	0.026129753530715	4
	AAC73162	30	30.8049251004057	0.82153506853661	73.30751965197	0.026129753530715	30
	AAC73163	30	30.8049251004057	0.82153506853661	71.8255242052843	0.026129753530715	30
	AAC73164	66	67.7708352208926	0.82153506853661	70.5919708376524	0.026129753530715	66
	AAC73165	61	62.6366810374917	0.82153506853661	76.1313499959136	0.026129753530715	61
	AAC73166	2	2.05366167336038	0.82153506853661	72.05785089596	0.026129753530715	2
	AAC73169	1	1.02683083668019	0.82153506853661	72.05785089596	0.026129753530715	1
	AAC73170	32	32.8585867737661	0.82153506853661	71.8584948315255	0.026129753530715	32
	AAC73171	6	6.16098502008115	0.82153506853661	73.1874873191173	0.026129753530715	6
	AAC73174	4	4.10732334672077	0.82153506853661	72.05785089596	0.026129753530715	4
	AAC73175	4	4.10732334672077	0.82153506853661	72.05785089596	0.026129753530715	4
	AAC73176	2	2.05366167336038	0.82153506853661	72.05785089596	0.026129753530715	2
	AAC73178	5	5.13415418340096	0.82153506853661	70.9675385321028	0.026129753530715	5
	AAC73179	4	4.10732334672077	0.82153506853661	72.05785089596	0.026129753530715	4
	AAC73180	7	7.18781585676134	0.82153506853661	70.4131597733639	0.026129753530715	7
	AAC73182	2	2.05366167336038	0.82153506853661	72.05785089596	0.026129753530715	2
	AAC73183	15	15.4024625502029	0.82153506853661	72.1504770351564	0.026129753530715	15
	AAC73184	6	6.16098502008115	0.82153506853661	72.4544823024674	0.026129753530715	6
	AAC73185	4	4.10732334672077	0.82153506853661	72.05785089596	0.026129753530715	4
	AAC73186	2	2.05366167336038	0.82153506853661	72.05785089596	0.026129753530715	2
	AAC73189	4	4.10732334672077	0.82153506853661	72.05785089596	0.026129753530715	4
	AAC73191	22	22.5902784069642	0.82153506853661	72.6689893744442	0.026129753530715	22
	AAC73192	17	17.4561242235633	0.82153506853661	71.050909197119	0.026129753530715	17
	AAC73193	18	18.4829550602434	0.82153506853661	70.529740862654	0.026129753530715	18
	AAC73194	6	6.16098502008115	0.82153506853661	71.7054823468565	0.026129753530715	6
	AAC73195	28	28.7512634270454	0.82153506853661	74.2600698842405	0.026129753530715	28
	AAC73196	28	28.7512634270454	0.82153506853661	73.3512544570064	0.026129753530715	28
	AAC73197	42	43.126895140568	0.82153506853661	70.5922189194477	0.026129753530715	42
	AAC73198	15	15.4024625502029	0.82153506853661	72.3618131798504	0.026129753530715	15
	AAC73199	20	20.5366167336038	0.82153506853661	68.8922034320028	0.026129753530715	20
	AAC73200	5	5.13415418340096	0.82153506853661	70.2743085853406	0.026129753530715	5
	AAC73201	11	11.2951392034821	0.82153506853661	73.7471028763834	0.026129753530715	11
	AAC73202	19	19.5097858969236	0.82153506853661	70.5406783518256	0.026129753530715	19
	AAC73203	13	13.3488008768425	0.82153506853661	72.4463457305925	0.026129753530715	13
	AAC73204	23	23.6171092436444	0.82153506853661	72.0840461357823	0.026129753530715	23
	AAC73205	16	16.4292933868831	0.82153506853661	70.2894480679501	0.026129753530715	16
	AAC73206	27	27.7244325903652	0.82153506853661	69.913147664069	0.026129753530715	27
	AAC73207	88	90.3611136278568	0.82153506853661	72.1567273550919	0.026129753530715	88
